Jugador del golpeo;Nombre;Rally;Stroke;Zone;Posición;Duración;Country Player1;Country Player2;Interval;Match;Play R or L Player1;Play R or L Player2;Player1;Player2;Rally Time;Round;Set;Tournament;WR Player1;WR Player2;Field Position;Player on C1;Type of service;Zona de C1;Game Phase;Barrido Fuerte;Rally Outcome;Rest Time;Tipo de recepcion;Reves;Match Duration 
Phittayaporn Chaiwan;"-9;34 (2)";17;5;5;3439100;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;5;;;;Construccion;;;;;;
Line Kjaersfeldt;"9;-16 (2)";17;6;1;3439100;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;1;;;;Construccion;;;;;;
Phittayaporn Chaiwan;"13;55 (10)";17;7;12;3439100;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;12;;;;Attack;;;;;;
Line Kjaersfeldt;"14;-45 (1)";17;8;5;3441633;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;5;;;;Defence;;;;;;
Phittayaporn Chaiwan;"11;9 (2)";17;9;4;3442266;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;4;;;;Construccion;;;;;;
Line Kjaersfeldt;"16;-56 (1)";17;10;9;3442266;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;9;;;;Construccion;;Winner Phittayaporn Chaiwan;;;;
Line Kjaersfeldt;Rest Time (91);17;;;3446500;48700;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;;3;3;Hylo Open 2021;27;21;;;;;;;;Rest Time;;;
Line Kjaersfeldt;Rally Time (92);18;;;3495200;8233;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;;;;;;;;;;;
Phittayaporn Chaiwan;"2;25 (14)";18;1;7;3493200;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;7;Phittayaporn Chaiwan;Backhand short service;2;Construccion;;;;;;
Line Kjaersfeldt;"-4;-17 (3)";18;2;3;3494266;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;3;;;;Construccion;;;;Finta;;
Phittayaporn Chaiwan;"15;56 (2)";18;3;12;3494300;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;12;;;;Attack;;;;;;
Line Kjaersfeldt;"-3;-37 (1)";18;4;7;3495766;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;7;;;;Defence;;;;;;
Phittayaporn Chaiwan;"-3;8 (1)";18;5;2;3495766;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;2;;;;Construccion;;;;;;
Line Kjaersfeldt;"13;-54 (6)";18;6;9;3495766;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;9;;;;Attack;;;;;;
Phittayaporn Chaiwan;"13;37 (1)";18;7;8;3497733;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;8;;;;Defence;;;;;;
Line Kjaersfeldt;"12;-37 (3)";18;8;5;3498200;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;5;;;;Construccion;;;;;;
Phittayaporn Chaiwan;"-11;12 (2)";18;9;1;3498200;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;1;;;;Defence;;;;;;
Line Kjaersfeldt;"13;-55 (6)";18;10;9;3499966;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;9;;;;Attack;;;;;;
Phittayaporn Chaiwan;"-9;1 (1)";18;11;1;3500766;5000;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;NET;;;;Construccion;;Unforced Line Kjaersfeldt;;;;
Line Kjaersfeldt;Rest Time (92);18;;;3503433;84833;DEN;THA;Before;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;;3;3;Hylo Open 2021;27;21;;;;;;;;Rest Time;;;
Line Kjaersfeldt;Rally Time (93);19;;;3588266;1066;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;;;;;;;;;;;
Phittayaporn Chaiwan;"2;-25 (12)";19;1;6;3586266;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;6;Phittayaporn Chaiwan;Backhand short service;;Construccion;;;;;;
Line Kjaersfeldt;"-6;1 (2)";19;2;2;3586666;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;NET;;;;Construccion;;Unforced Phittayaporn Chaiwan;;;;
Line Kjaersfeldt;Rest Time (93);19;;;3589333;12466;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;;3;3;Hylo Open 2021;27;21;;;;;;;;Rest Time;;;
Line Kjaersfeldt;Rally Time (94);20;;;3601800;15233;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;;;;;;;;;;;
Line Kjaersfeldt;"1;25 (1)";20;1;7;3599800;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;7;Line Kjaersfeldt;Forehand short service;7;Construccion;;;;;;
Phittayaporn Chaiwan;"-8;-17 (1)";20;2;4;3600766;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;4;;;;Construccion;;;;;;
Line Kjaersfeldt;"13;13 (3)";20;3;4;3600766;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;4;;;;Defence;;;;;;
Phittayaporn Chaiwan;"-14;-56 (7)";20;4;12;3601800;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;12;;;;Construccion;;;;;;
Line Kjaersfeldt;"14;56 (6)";20;5;12;3601800;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;12;;;;Defence;F;;;;;
Phittayaporn Chaiwan;"13;-38 (1)";20;6;5;3604000;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;5;;;;Construccion;;;;;;
Line Kjaersfeldt;"14;55 (7)";20;7;12;3604000;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;12;;;;Construccion;;;;;;
Phittayaporn Chaiwan;"-13;-15 (3)";20;8;4;3604000;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;4;;;;Construccion;;;;;;
Line Kjaersfeldt;"13;55 (11)";20;9;12;3604000;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;12;;;;Defence;F;;;;;
Phittayaporn Chaiwan;"12;-38 (1)";20;10;5;3607433;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;5;;;;Construccion;;;;;;
Line Kjaersfeldt;"-14;12 (6)";20;11;1;3607433;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;1;;;;Construccion;;;;;;
Phittayaporn Chaiwan;"-15;-54 (2)";20;12;12;3607433;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;12;;;;Construccion;;;;;;
Line Kjaersfeldt;"-14;56 (10)";20;13;9;3607433;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;9;;;;Construccion;;;;;;
Phittayaporn Chaiwan;"-14;-55 (21)";20;14;12;3607433;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;12;;;;Construccion;;;;;;
Line Kjaersfeldt;"-12;10 (3)";20;15;1;3607433;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;1;;;;Defence;;;;;;
Phittayaporn Chaiwan;"14;-55 (9)";20;16;9;3612666;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;9;;;;Construccion;;;;;;
Line Kjaersfeldt;"-15;19 (1)";20;17;1;3612666;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;1;;;;Construccion;;Winner Phittayaporn Chaiwan;;;;
Phittayaporn Chaiwan;Rest Time (94);20;;;3617033;26800;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;;3;3;Hylo Open 2021;27;21;;;;;;;;Rest Time;;;
Phittayaporn Chaiwan;Rally Time (95);21;;;3643833;15400;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;;;;;;;;;;;
Phittayaporn Chaiwan;"-2;-26 (3)";21;1;7;3641833;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;7;Phittayaporn Chaiwan;Backhand short service;6;Construccion;;;;;;
Line Kjaersfeldt;"5;17 (2)";21;2;3;3642833;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;3;;;;Construccion;;;;;;
Phittayaporn Chaiwan;"15;-13 (1)";21;3;1;3642833;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;1;;;;Defence;;;;;;
Line Kjaersfeldt;"13;54 (5)";21;4;12;3644400;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;12;;;;Construccion;;;;;;
Phittayaporn Chaiwan;"-15;-55 (8)";21;5;12;3644400;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;12;;;;Construccion;;;;;;
Line Kjaersfeldt;"-14;36 (3)";21;6;5;3644400;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;5;;;;Construccion;;;;;;
Phittayaporn Chaiwan;"4;-16 (2)";21;7;2;3644400;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;2;;;;Attack;;;;;;
Line Kjaersfeldt;"-4;38 (1)";21;8;6;3647366;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;6;;;;Defence;;;;;;
Phittayaporn Chaiwan;"-5;-31 (1)";21;9;7;3647766;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;7;;;;Attack;;;;;;
Line Kjaersfeldt;"4;38 (1)";21;10;7;3648200;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;7;;;;Defence;;;;;;
Phittayaporn Chaiwan;"9;-16 (3)";21;11;1;3648633;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;1;;;;Construccion;;;;;;
Line Kjaersfeldt;"-14;8 (4)";21;12;1;3648633;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;1;;;;Defence;;;;;;
Phittayaporn Chaiwan;"-13;-7 (3)";21;13;4;3650500;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;4;;;;Defence;;;;;;
Line Kjaersfeldt;"-4;54 (1)";21;14;10;3652033;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;10;;;;Attack;;;;;;
Phittayaporn Chaiwan;"4;-39 (1)";21;15;6;3653333;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;6;;;;Defence;;;;;;
Line Kjaersfeldt;"-11;13 (2)";21;16;1;3653866;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;1;;;;Construccion;;;;;;
Phittayaporn Chaiwan;"13;-54 (7)";21;17;9;3653866;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;9;;;;Attack;;;;;;
Line Kjaersfeldt;"14;37 (3)";21;18;8;3655466;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;8;;;;Defence;;;;;;
Phittayaporn Chaiwan;"14;1 (1)";21;19;4;3656000;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;NET;;;;Construccion;;Error Line Kjaersfeldt;;;;
Line Kjaersfeldt;Rest Time (95);21;;;3659233;20300;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;;3;3;Hylo Open 2021;27;21;;;;;;;;Rest Time;;;
Line Kjaersfeldt;Rally Time (96);22;;;3679533;21666;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;;;;;;;;;;;
Phittayaporn Chaiwan;"2;-25 (13)";22;1;6;3677533;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;6;Phittayaporn Chaiwan;Backhand short service;2;Construccion;;;;;;
Line Kjaersfeldt;"-5;18 (3)";22;2;2;3677900;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;2;;;;Construccion;;;;;;
Phittayaporn Chaiwan;"-14;-55 (22)";22;3;12;3677900;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;12;;;;Construccion;;;;;;
Line Kjaersfeldt;"-15;54 (5)";22;4;9;3677900;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;9;;;;Defence;;;;;;
Phittayaporn Chaiwan;"-12;-16 (3)";22;5;4;3679900;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;4;;;;Construccion;;;;;;
Line Kjaersfeldt;"9;34 (1)";22;6;8;3679900;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;8;;;;Attack;;;;;;
Phittayaporn Chaiwan;"5;-35 (1)";22;7;6;3681466;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;6;;;;Defence;;;;;;
Line Kjaersfeldt;"-4;27 (1)";22;8;6;3681966;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;6;;;;Construccion;;;;;;
Phittayaporn Chaiwan;"-14;-42 (1)";22;9;8;3681966;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;8;;;;Construccion;;;;;;
Line Kjaersfeldt;"-15;37 (1)";22;10;5;3681966;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;5;;;;Construccion;;;;;;
Phittayaporn Chaiwan;"11;-17 (3)";22;11;1;3681966;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;1;;;;Defence;;;;;;
Line Kjaersfeldt;"3;7 (2)";22;12;3;3684566;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;3;;;;Construccion;;;;;;
Phittayaporn Chaiwan;"-3;-6 (2)";22;13;3;3684566;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;3;;;;Defence;;;;;;
Line Kjaersfeldt;"-12;54 (2)";22;14;9;3686933;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;9;;;;Attack;;;;;;
Phittayaporn Chaiwan;"-15;-37 (1)";22;15;8;3688866;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;8;;;;Defence;;;;;;
Line Kjaersfeldt;"10;13 (2)";22;16;4;3688900;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;4;;;;Construccion;;;;;;
Phittayaporn Chaiwan;"11;-55 (3)";22;17;9;3688900;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;9;;;;Defence;;;;;Reves;
Line Kjaersfeldt;"12;10 (2)";22;18;4;3691066;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;4;;;;Construccion;;;;;;
Phittayaporn Chaiwan;"12;-8 (1)";22;19;1;3691066;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;1;;;;Defence;;;;;;
Line Kjaersfeldt;"-8;55 (1)";22;20;9;3694133;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;9;;;;Attack;;;;;;
Phittayaporn Chaiwan;"-14;-39 (4)";22;21;8;3695400;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;8;;;;Defence;;;;;;
Line Kjaersfeldt;"-12;9 (2)";22;22;1;3695433;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;1;;;;Construccion;;;;;;
Phittayaporn Chaiwan;"13;-55 (7)";22;23;9;3695433;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;9;;;;Defence;;;;;Reves;
Line Kjaersfeldt;"-3;54 (1)";22;24;10;3697233;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;10;;;;Attack;;;;;;
Phittayaporn Chaiwan;"14;-40 (1)";22;25;5;3698500;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;5;;;;Construccion;;Winner Line Kjaersfeldt;;;;
Line Kjaersfeldt;Rest Time (96);22;;;3701200;46866;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;;3;3;Hylo Open 2021;27;21;;;;;;;;Rest Time;;;
Line Kjaersfeldt;Rally Time (97);23;;;3748066;2700;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;;;;;;;;;;;
Line Kjaersfeldt;"-2;25 (9)";23;1;6;3746066;5000;DEN;THA;After;Line Kjaersfeldt-Phittayaporn Chaiwan;Right handed;Right handed;Line Kjaersfeldt;Phittayaporn Chaiwan;Rally Time;3;3;Hylo Open 2021;27;21;6;Line Kjaersfeldt;Backhand short service;6;Construccion;;;;;;
