Jugador del golpeo;Nombre;Rally;Stroke;Zone;Posición;Duración;WR Player1;Tournament;Match;Round;WR Player2;Interval;Player2;#Rounds;Play R or L Player1;Country Player1;Country Player2;Rally Time;Play R or L Player2;Player1;Set;Field Position;Player on C1;Type of service;Game Phase;Rally Outcome;Rest Time;Barrido Fuerte;Tipo de recepcion;Reves;Match Duration 
An Se Young;"13;-10";39;5;1;3402680;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;1;;;Construccion;;;;;;
Akane Yamaguchi;"13;54 (14)";39;6;12;3404280;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;12;;;Construccion;;;;;;
An Se Young;"12;-24";39;7;5;3405000;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;5;;;Construccion;;;;;;
Akane Yamaguchi;"-13;12 (5)";39;8;1;3405880;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;1;;;Defence;;;;;;
An Se Young;"-4;-10";39;9;3;3406640;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;3;;;Construccion;;;;;;
Akane Yamaguchi;"3;54 (2)";39;10;11;3407680;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;11;;;Construccion;;;;;;
An Se Young;"-11;-54 (5)";39;11;12;3408800;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;12;;;Defence;;;;;;
Akane Yamaguchi;"-11;54 (5)";39;12;9;3410160;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;9;;;Attack;;;;;;
An Se Young;"-10;-31";39;13;8;3410720;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;8;;;Defence;;;;;;
Akane Yamaguchi;"3;55 (2)";39;14;11;3411880;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;11;;;Attack;;;;;;
An Se Young;"7;-35";39;15;5;3412520;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;6;;;Defence;;;;;;
Akane Yamaguchi;"-3;53 (2)";39;16;10;3413600;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;10;;;Attack;;;;;;
An Se Young;"11;-39";39;17;5;3414200;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;5;;;Defence;;;;;;
Akane Yamaguchi;"19;17";39;18;Out;3415280;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;OUT SIDE;;;Construccion;Error An Se Young;;;;;
Akane Yamaguchi;Rest Time (75);39;;;3417280;24720;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;;Right handed;Akane Yamaguchi;2;;;;;;Rest Time;;;;
Akane Yamaguchi;Rally Time (76);40;;;3442000;50720;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;;;;;;;;;;
Akane Yamaguchi;"3;32 (5)";40;1;7;3440000;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;7;Akane Yamaguchi;Backhand short service;Construccion;;;;;;
An Se Young;"-6;-20 (1)";40;2;3;3441280;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;4;;;Construccion;;;;;;
Akane Yamaguchi;"-11;54 (6)";40;3;9;3442520;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;9;;;Attack;;;;;;
An Se Young;"-1;-29";40;4;7;3443040;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;7;;;Defence;;;;;;
Akane Yamaguchi;"-8;10";40;5;1;3443960;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;1;;;Construccion;;;;;;
An Se Young;"0;-10";40;6;2;3444840;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;3;;;Construccion;;;;;;
Akane Yamaguchi;"-12;53 (2)";40;7;9;3445880;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;9;;;Attack;;;;;;
An Se Young;"-3;-32 (2)";40;8;7;3446440;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;7;;;Defence;;;;;;
Akane Yamaguchi;"-11;13 (1)";40;9;1;3447280;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;1;;;Construccion;;;;;;
An Se Young;"-2;-11";40;10;3;3448320;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;3;;;Construccion;;;;;;
Akane Yamaguchi;"0;8";40;11;3;3449080;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;2;;;Construccion;;;;;;
An Se Young;"-1;-8";40;12;3;3449840;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;3;;;Construccion;;;;;;
Akane Yamaguchi;"-7;54";40;13;9;3451880;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;9;;;Construccion;;;;;;
An Se Young;"-8;-25";40;14;8;3452560;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;8;;;Construccion;;;;;;
Akane Yamaguchi;"-14;54 (26)";40;15;9;3453640;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;9;;;Attack;;;;;;
An Se Young;"-12;-32";40;16;8;3454320;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;8;;;Attack;;;;;;
Akane Yamaguchi;"-13;29 (3)";40;17;5;3454840;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;5;;;Defence;;;;;;
An Se Young;"-11;-11 (1)";40;18;4;3455760;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;4;;;Construccion;;;;;;
Akane Yamaguchi;"-8;9";40;19;1;3456640;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;1;;;Construccion;;;;;;
An Se Young;"-10;-9 (1)";40;20;4;3457560;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;4;;;Construccion;;;;;;
Akane Yamaguchi;"-13;54 (11)";40;21;9;3459400;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;9;;;Attack;;;;;;
An Se Young;"-3;-27";40;22;7;3459920;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;7;;;Defence;;;;;;
Akane Yamaguchi;"-10;13 (2)";40;23;1;3460760;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;1;;;Construccion;;;;;;
An Se Young;"-3;-11 (1)";40;24;3;3461680;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;3;;;Construccion;;;;;;
Akane Yamaguchi;"-12;54 (11)";40;25;9;3463280;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;9;;;Attack;;;;;;
An Se Young;"-5;-29";40;26;7;3463840;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;7;;;Defence;;;;;;
Akane Yamaguchi;"11;14 (2)";40;27;4;3464680;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;4;;;Defence;;;;;;
An Se Young;"10;-10";40;28;1;3465640;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;1;;;Construccion;;;;;;
Akane Yamaguchi;"-13;54 (12)";40;29;9;3466640;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;9;;;Construccion;;;;;;
An Se Young;"-12;-52";40;30;12;3467600;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;12;;;Construccion;;;;;;
Akane Yamaguchi;"-14;54 (27)";40;31;9;3468920;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;9;;;Construccion;;;;;;
An Se Young;"-13;-55 (7)";40;32;12;3469960;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;12;;;Construccion;;;;;;
Akane Yamaguchi;"13;54 (15)";40;33;12;3471120;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;12;;;Construccion;;;;;;
An Se Young;"11;-15";40;34;1;3472160;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;1;;;Defence;;;;;;
Akane Yamaguchi;"14;54 (7)";40;35;12;3473440;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;12;;;Construccion;;;;;;
An Se Young;"14;-12 (1)";40;36;1;3474480;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;1;;;Construccion;;;;;;
Akane Yamaguchi;"13;55 (4)";40;37;12;3475920;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;12;;;Attack;;;;;;
An Se Young;"13;-36";40;38;5;3476480;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;5;;;Defence;;;;;;
Akane Yamaguchi;"10;11";40;39;4;3477480;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;4;;;Construccion;;;;;;
An Se Young;"13;-12";40;40;1;3478440;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;1;;;Defence;;;;;;
Akane Yamaguchi;"13;54 (16)";40;41;12;3480480;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;12;;;Attack;;;;;;
An Se Young;"12;-33 (1)";40;42;5;3480960;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;5;;;Defence;;;;;;
Akane Yamaguchi;"2;17 (1)";40;43;3;3481760;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;3;;;Construccion;;;;;;
An Se Young;"11;-13 (1)";40;44;1;3482640;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;1;;;Construccion;;;;;;
Akane Yamaguchi;"12;54 (11)";40;45;12;3484240;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;12;;;Construccion;;;;;;
An Se Young;"14;-54 (10)";40;46;9;3485200;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;9;;;Construccion;;;;;;
Akane Yamaguchi;"13;54 (17)";40;47;12;3486480;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;12;;;Construccion;;;;;;
An Se Young;"11;-54 (3)";40;48;9;3487760;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;9;;;Defence;;;;;Reves;
Akane Yamaguchi;"14;12";40;49;4;3488760;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;4;;;Construccion;;;;;;
An Se Young;"19;-57";40;50;Out;3490720;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;OUT SIDE;;;Construccion;Unforced Akane Yamaguchi;;;;;
An Se Young;Rest Time (76);40;;;3492720;49120;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;;Right handed;Akane Yamaguchi;2;;;;;;Rest Time;;;;
An Se Young;Rally Time (77);41;;;3541840;17600;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;;;;;;;;;;
An Se Young;"-3;-32 (3)";41;1;7;3539840;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;7;An Se Young;Forehand long service;Construccion;;;;;;
Akane Yamaguchi;"13;54 (18)";41;2;12;3542360;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;12;;;Attack;;;;;;
An Se Young;"12;-30";41;3;5;3543160;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;5;;;Defence;;;;;;
Akane Yamaguchi;"0;17";41;4;3;3543920;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;2;;;Construccion;;;;;;
An Se Young;"13;-12 (1)";41;5;1;3544760;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;1;;;Construccion;;;;;;
Akane Yamaguchi;"12;54 (12)";41;6;12;3545840;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;12;;;Construccion;;;;;;
An Se Young;"12;-53 (1)";41;7;9;3547040;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;9;;;Construccion;;;;;;
Akane Yamaguchi;"12;54 (13)";41;8;12;3547760;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;12;;;Defence;;;;;;
An Se Young;"12;-53 (2)";41;9;9;3549200;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;9;;;Attack;;;;;;
Akane Yamaguchi;"-7;32";41;10;5;3549680;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;5;;;Defence;;;;;;
An Se Young;"-10;-15 (1)";41;11;4;3550760;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;4;;;Construccion;;;;;;
Akane Yamaguchi;"13;54 (19)";41;12;12;3551720;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;12;;;Defence;;;;;;
An Se Young;"14;-54 (11)";41;13;9;3552560;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;9;;;Attack;;;;;;
Akane Yamaguchi;"-13;26 (1)";41;14;5;3553320;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;5;;;Defence;;;;;;
An Se Young;"-13;-12 (3)";41;15;4;3554200;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;4;;;Construccion;;;;;;
Akane Yamaguchi;"13;54 (20)";41;16;12;3555840;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;12;;;Construccion;;;;;;
An Se Young;"14;-56";41;17;9;3556640;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;9;;;Attack;;;;;;
Akane Yamaguchi;"-19;28";41;18;Out;3557440;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;OUT SIDE;;;Construccion;Unforced An Se Young;;;;;
Akane Yamaguchi;Rest Time (77);41;;;3559440;41800;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;;Right handed;Akane Yamaguchi;2;;;;;;Rest Time;;;;
Akane Yamaguchi;Rally Time (78);42;;;3601240;16520;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;;;;;;;;;;
Akane Yamaguchi;"-3;33 (2)";42;1;6;3599240;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;6;Akane Yamaguchi;Backhand short service;Construccion;;;;;;
An Se Young;"7;-20";42;2;1;3600320;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;2;;;Construccion;;;;;;
Akane Yamaguchi;"-11;9";42;3;1;3601120;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;1;;;Construccion;;;;;;
An Se Young;"-11;-54 (6)";42;4;12;3602080;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;12;;;Attack;;;;;;
Akane Yamaguchi;"-7;29";42;5;5;3602600;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;5;;;Defence;;;;;;
An Se Young;"-3;-31 (2)";42;6;7;3603120;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;7;;;Construccion;;;;;;
Akane Yamaguchi;"-10;54 (3)";42;7;9;3604200;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;9;;;Construccion;;;;;;
An Se Young;"-7;-28";42;8;8;3604880;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;8;;;Construccion;;;;;;
Akane Yamaguchi;"2;17 (2)";42;9;3;3605680;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;3;;;Construccion;;;;;;
An Se Young;"-13;-54 (18)";42;10;12;3606560;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;12;;;Construccion;;;;;;
Akane Yamaguchi;"-14;55 (6)";42;11;9;3607760;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;9;;;Construccion;;;;;;
An Se Young;"-14;-55 (2)";42;12;12;3608680;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;12;;;Construccion;;;;;;
Akane Yamaguchi;"-14;54 (28)";42;13;9;3609840;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;9;;;Construccion;;;;;;
An Se Young;"-14;-53 (4)";42;14;12;3610840;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;12;;;Construccion;;;;;;
Akane Yamaguchi;"-13;54 (13)";42;15;9;3611800;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;9;;;Attack;;;;;;
An Se Young;"-5;-34";42;16;7;3612240;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;7;;;Defence;;;;;;
Akane Yamaguchi;"5;16 (1)";42;17;3;3613040;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;3;;;Construccion;;;;;;
An Se Young;"12;-13 (3)";42;18;1;3613840;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;1;;;Construccion;;;;;;
Akane Yamaguchi;"-12;55 (3)";42;19;9;3615000;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;9;;;Attack;;;;;;
