Jugador del golpeo;Nombre;Rally;Stroke;Zone;Posición;Duración;WR Player1;Tournament;Match;Round;WR Player2;Interval;Player2;#Rounds;Play R or L Player1;Country Player1;Country Player2;Rally Time;Play R or L Player2;Player1;Set;Field Position;Player on C1;Type of service;Game Phase;Rally Outcome;Rest Time;Barrido Fuerte;Tipo de recepcion;Reves;Match Duration 
An Se Young;"-13;-11 (2)";34;6;4;3151200;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;4;;;Construccion;;;;;;
Akane Yamaguchi;"-11;2 (1)";34;7;1;3152160;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;NET;;;Construccion;Unforced An Se Young;;;;;
An Se Young;Rest Time (70);34;;;3154160;18480;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;;Right handed;Akane Yamaguchi;2;;;;;;Rest Time;;;;
An Se Young;Rally Time (71);35;;;3172640;12360;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;;;;;;;;;;
Akane Yamaguchi;"3;32 (4)";35;1;7;3170640;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;7;Akane Yamaguchi;Backhand short service;Construccion;;;;;;
An Se Young;"-6;-20";35;2;3;3172120;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;4;;;Construccion;;;;;;
Akane Yamaguchi;"-14;54 (22)";35;3;9;3173280;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;9;;;Attack;;;;;;
An Se Young;"-11;-28";35;4;8;3173920;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;8;;;Defence;;;;;;
Akane Yamaguchi;"-4;15";35;5;2;3174760;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;2;;;Construccion;;;;;;
An Se Young;"-12;-11 (3)";35;6;4;3175800;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;4;;;Construccion;;;;;;
Akane Yamaguchi;"-14;54 (23)";35;7;9;3176640;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;9;;;Attack;;;;;;
An Se Young;"-4;-35";35;8;7;3177120;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;7;;;Defence;;;;;;
Akane Yamaguchi;"1;11";35;9;3;3177800;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;3;;;Construccion;;;;;;
An Se Young;"10;-12 (2)";35;10;1;3178680;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;1;;;Construccion;;;;;;
Akane Yamaguchi;"13;55 (2)";35;11;12;3179800;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;12;;;Construccion;;;;;;
An Se Young;"12;-28";35;12;5;3180600;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;5;;;Attack;;;;;;
Akane Yamaguchi;"1;31";35;13;7;3181000;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;7;;;Defence;;;;;;
An Se Young;"8;-13";35;14;1;3181800;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;1;;;Construccion;;;;;;
Akane Yamaguchi;"15;62";35;15;12;3183000;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;OUT LENGTH;;;Construccion;Unforced An Se Young;;;;;
An Se Young;Rest Time (71);35;;;3185000;20520;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;;Right handed;Akane Yamaguchi;2;;;;;;Rest Time;;;;
An Se Young;Rally Time (72);36;;;3205520;20560;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;;;;;;;;;;
Akane Yamaguchi;"-2;30";36;1;6;3203520;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;6;Akane Yamaguchi;Backhand short service;Construccion;;;;;;
An Se Young;"6;-20 (1)";36;2;1;3204320;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;2;;;Construccion;;;;;;
Akane Yamaguchi;"12;54 (9)";36;3;12;3205480;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;12;;;Attack;;;;;;
An Se Young;"11;-23";36;4;5;3206200;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;5;;;Defence;;;;;;
Akane Yamaguchi;"-12;14 (2)";36;5;1;3207080;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;1;;;Construccion;;;;;;
An Se Young;"-12;-54 (14)";36;6;12;3208120;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;12;;;Attack;;;;;;
Akane Yamaguchi;"4;28";36;7;7;3208640;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;7;;;Defence;;;;;;
An Se Young;"9;-15";36;8;1;3209480;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;1;;;Construccion;;;;;;
Akane Yamaguchi;"13;54 (12)";36;9;12;3210200;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;12;;;Attack;;;;;;
An Se Young;"-10;-34";36;10;8;3210760;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;8;;;Defence;;;;;;
Akane Yamaguchi;"-13;14 (1)";36;11;1;3211600;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;1;;;Construccion;;;;;;
An Se Young;"-13;-15 (2)";36;12;4;3212480;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;4;;;Construccion;;;;;;
Akane Yamaguchi;"15;56";36;13;12;3213680;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;12;;;Defence;;;;;;
An Se Young;"12;-12 (7)";36;14;1;3214640;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;1;;;Construccion;;;;;;
Akane Yamaguchi;"-12;13 (1)";36;15;1;3215600;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;1;;;Defence;;;;;;
An Se Young;"10;-53";36;16;9;3216960;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;9;;;Attack;;;;;;
Akane Yamaguchi;"9;31";36;17;8;3217520;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;5;;;Defence;;;;;;
An Se Young;"-11;-16";36;18;4;3218520;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;4;;;Defence;;;;;;
Akane Yamaguchi;"-12;9 (2)";36;19;1;3219480;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;1;;;Construccion;;;;;;
An Se Young;"10;-11";36;20;1;3220520;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;1;;;Construccion;;;;;;
Akane Yamaguchi;"-14;54 (24)";36;21;9;3221560;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;9;;;Attack;;;;;;
An Se Young;"-14;-39";36;22;8;3222120;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;8;;;Defence;;;;;;
Akane Yamaguchi;"-13;7 (1)";36;23;1;3223080;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;1;;;Construccion;;;;;;
An Se Young;"19;-13";36;24;Out;3224080;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;OUT SIDE;;;Construccion;Unforced Akane Yamaguchi;;;;;
An Se Young;Rest Time (72);36;;;3226080;51720;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;;Right handed;Akane Yamaguchi;2;;;;;;Rest Time;;;;
An Se Young;Rally Time (73);37;;;3277800;22800;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;;;;;;;;;;
An Se Young;"2;-33";37;1;6;3275800;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;6;An Se Young;Forehand long service;Construccion;;;;;;
Akane Yamaguchi;"-8;53";37;2;9;3278240;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;9;;;Attack;;;;;;
An Se Young;"-2;-34 (1)";37;3;7;3278760;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;7;;;Defence;;;;;;
Akane Yamaguchi;"4;21";37;4;7;3279520;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;3;;;Construccion;;;;;;
An Se Young;"1;-13";37;5;2;3280360;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;2;;;Construccion;;;;;;
Akane Yamaguchi;"-12;9 (3)";37;6;1;3281120;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;1;;;Defence;;;;;;
An Se Young;"-14;-52";37;7;12;3282720;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;12;;;Attack;;;;;;
Akane Yamaguchi;"-13;29 (2)";37;8;5;3283280;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;5;;;Defence;;;;;;
An Se Young;"-10;-11";37;9;4;3284160;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;4;;;Construccion;;;;;;
Akane Yamaguchi;"-4;8";37;10;2;3285160;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;2;;;Construccion;;;;;;
An Se Young;"10;-54 (1)";37;11;9;3286720;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;9;;;Construccion;;;;;;
Akane Yamaguchi;"14;54 (5)";37;12;12;3287760;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;12;;;Construccion;;;;;;
An Se Young;"13;-18";37;13;1;3288520;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;1;;;Construccion;;;;;;
Akane Yamaguchi;"-11;10 (2)";37;14;1;3289360;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;1;;;Defence;;;;;;
An Se Young;"-3;-11";37;15;3;3290320;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;3;;;Construccion;;;;;;
Akane Yamaguchi;"-4;8 (1)";37;16;2;3291120;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;2;;;Defence;;;;;;
An Se Young;"-3;-53";37;17;11;3293320;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;11;;;Attack;;;;;;
Akane Yamaguchi;"-13;30 (1)";37;18;5;3293960;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;5;;;Defence;;;;;;
An Se Young;"-12;-10";37;19;4;3294640;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;4;;;Construccion;;;;;;
Akane Yamaguchi;"12;11 (1)";37;20;4;3295560;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;4;;;Construccion;;;;;;
An Se Young;"13;-54 (7)";37;21;9;3296440;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;9;;;Defence;;;;;Reves;
Akane Yamaguchi;"4;55";37;22;11;3297760;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;11;;;Construccion;;;;;;
An Se Young;"-10;1";37;23;1;3298600;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;NET;;;Construccion;Unforced Akane Yamaguchi;;;;;
Akane Yamaguchi;Rest Time (73);37;;;3300600;26280;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;;Right handed;Akane Yamaguchi;2;;;;;;Rest Time;;;;
Akane Yamaguchi;Rally Time (74);38;;;3326880;31040;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;;;;;;;;;;
An Se Young;"-2;-30";38;1;7;3324880;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;7;An Se Young;Forehand long service;Construccion;;;;;;
Akane Yamaguchi;"8;54 (3)";38;2;12;3327160;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;12;;;Attack;;;;;;
An Se Young;"9;-35";38;3;5;3327720;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;5;;;Defence;;;;;;
Akane Yamaguchi;"2;17";38;4;3;3328480;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;3;;;Construccion;;;;;;
An Se Young;"-2;-15";38;5;3;3329240;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;3;;;Construccion;;;;;;
Akane Yamaguchi;"-14;54 (25)";38;6;9;3330600;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;9;;;Attack;;;;;;
An Se Young;"-10;-27";38;7;8;3331080;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;8;;;Defence;;;;;;
Akane Yamaguchi;"-2;15";38;8;2;3332000;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;2;;;Construccion;;;;;;
An Se Young;"10;-54 (2)";38;9;9;3333000;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;9;;;Attack;;;;;;
Akane Yamaguchi;"-13;24 (1)";38;10;5;3333760;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;5;;;Defence;;;;;;
An Se Young;"-11;-13 (2)";38;11;4;3334800;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;4;;;Construccion;;;;;;
Akane Yamaguchi;"10;53";38;12;12;3336120;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;12;;;Construccion;;;;;;
An Se Young;"-1;-16";38;13;3;3336960;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;3;;;Construccion;;;;;;
Akane Yamaguchi;"13;55 (3)";38;14;12;3338080;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;12;;;Attack;;;;;;
An Se Young;"-2;-23";38;15;7;3338880;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;7;;;Defence;;;;;;
Akane Yamaguchi;"11;53";38;16;12;3340120;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;12;;;Attack;;;;;;
An Se Young;"12;-34 (1)";38;17;5;3340600;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;5;;;Defence;;;;;;
Akane Yamaguchi;"9;15";38;18;4;3341520;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;4;;;Construccion;;;;;;
An Se Young;"11;-14 (3)";38;19;1;3342520;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;1;;;Construccion;;;;;;
Akane Yamaguchi;"13;54 (13)";38;20;12;3343720;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;12;;;Construccion;;;;;;
An Se Young;"14;-55 (4)";38;21;9;3344800;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;9;;;Construccion;;;;;;
Akane Yamaguchi;"14;54 (6)";38;22;12;3346040;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;12;;;Attack;;;;;;
An Se Young;"14;-37";38;23;5;3346520;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;5;;;Defence;;;;;;
Akane Yamaguchi;"-11;16";38;24;1;3347440;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;1;;;Construccion;;;;;;
An Se Young;"-11;-9 (1)";38;25;4;3348440;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;4;;;Construccion;;;;;;
Akane Yamaguchi;"3;53";38;26;11;3350360;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;11;;;Construccion;;;;;;
An Se Young;"-13;-14 (1)";38;27;4;3351400;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;4;;;Construccion;;;;;;
Akane Yamaguchi;"-12;53 (1)";38;28;9;3352600;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;9;;;Construccion;;;;;;
An Se Young;"14;-54 (9)";38;29;9;3353680;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;9;;;Defence;;;;;;
Akane Yamaguchi;"12;54 (10)";38;30;12;3355120;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;12;;;Attack;;;;;;
An Se Young;"-18;-34";38;31;Out;3355920;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;OUT SIDE;;;Construccion;Unforced Akane Yamaguchi;;;;;
Akane Yamaguchi;Rest Time (74);38;;;3357920;42000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;;Right handed;Akane Yamaguchi;2;;;;;;Rest Time;;;;
Akane Yamaguchi;Rally Time (75);39;;;3399920;17360;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;;;;;;;;;;
An Se Young;"3;-32 (2)";39;1;6;3397920;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;6;An Se Young;Forehand long service;Construccion;;;;;;
Akane Yamaguchi;"-3;53 (1)";39;2;10;3400240;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;10;;;Attack;;;;;;
An Se Young;"13;-34";39;3;5;3400920;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;5;;;Defence;;;;;;
Akane Yamaguchi;"14;9";39;4;4;3401880;4000;3;Thailand WT 300 2020;Akane Yamaguchi-An Se Young;5;9;After;An Se Young;5;Right handed;JPN;KOR;Rally Time;Right handed;Akane Yamaguchi;2;4;;;Construccion;;;;;;
