Jugador del golpeo;Nombre;Rally;Stroke;Zone;Posición;Duración;#Rounds;Country Player1;Country Player2;Interval;Match;Play R or L Player1;Play R or L Player2;Player1;Player2;Rally Time;Round;Set;Tournament;WR Player1;WR Player2;Field Position;Player on C1;Type of service;Zona de C1;Rally Outcome;Rest Time;Barrido Fuerte;Game Phase;Reves;Tipo de recepcion;Match Duration 
Clara Azurmendi;"10;-54 (1)";36;5;9;810366;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;9;;;;;;;Defence;Reves;;
Beiwen Zhang;"-3;54 (2)";36;6;10;814133;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;10;;;;;;;Attack;;;
Clara Azurmendi;"-14;-41 (2)";36;7;8;815366;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;8;;;;;;;Defence;;;
Beiwen Zhang;"-14;26 (1)";36;8;5;815833;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;5;;;;;;;Construccion;;;
Clara Azurmendi;"-13;-9 (1)";36;9;4;815833;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;4;;;;;;;Construccion;;;
Beiwen Zhang;"13;55 (3)";36;10;12;815833;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;12;;;;;;;Defence;;;
Clara Azurmendi;"-21;-24 (1)";36;11;Out;818033;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;OUT SIDE;;;;Error Beiwen Zhang;;;Construccion;;;
Beiwen Zhang;Rest Time (36);36;;;820966;13800;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;;2;1;Spain Masters 2023;40;21;;;;;;Rest Time;;;;;
Beiwen Zhang;Rally Time (37);37;;;834766;5233;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;;;;;;;;;;;
Clara Azurmendi;"2;-26 (8)";37;1;6;832766;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;6;Clara Azurmendi;Backhand short service;8;;;;Construccion;;;
Beiwen Zhang;"-14;16 (2)";37;2;1;833833;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;1;;;;;;;Construccion;;;
Clara Azurmendi;"-12;-11 (1)";37;3;4;833833;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;4;;;;;;;Construccion;;;
Beiwen Zhang;"15;54 (1)";37;4;12;833833;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;12;;;;;;;Defence;;;
Clara Azurmendi;"14;-16 (1)";37;5;1;836233;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;1;;;;;;;Attack;;;
Beiwen Zhang;"13;46 (1)";37;6;8;837166;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;8;;;;Winner Clara Azurmendi;;;Construccion;;;
Beiwen Zhang;Rest Time (37);37;;;840000;15066;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;;2;1;Spain Masters 2023;40;21;;;;;;Rest Time;;;;;
Beiwen Zhang;Rally Time (38);38;;;855066;16333;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;;;;;;;;;;;
Clara Azurmendi;"-3;-26 (4)";38;1;7;853066;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;7;Clara Azurmendi;Backhand flick;10;;;;Construccion;;;
Beiwen Zhang;"11;56 (1)";38;2;12;854500;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;12;;;;;;;Attack;;;
Clara Azurmendi;"8;-38 (1)";38;3;5;854500;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;5;;;;;;;Defence;;;
Beiwen Zhang;"3;17 (1)";38;4;3;855000;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;3;;;;;;;Construccion;;;
Clara Azurmendi;"12;-8 (1)";38;5;1;855000;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;1;;;;;;;Construccion;;;
Beiwen Zhang;"-14;56 (2)";38;6;9;855000;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;9;;;;;;;Defence;;;
Clara Azurmendi;"-3;-7 (1)";38;7;3;857666;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;3;;;;;;;Construccion;;;
Beiwen Zhang;"-3;6 (4)";38;8;2;857666;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;2;;;;;;;Defence;;;
Clara Azurmendi;"12;-54 (1)";38;9;9;860266;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;9;;;;;;;Attack;;;
Beiwen Zhang;"12;39 (1)";38;10;8;860933;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;8;;;;;;;Defence;;;
Clara Azurmendi;"-14;-27 (2)";38;11;8;861400;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;8;;;;;;;Construccion;;;
Beiwen Zhang;"13;55 (4)";38;12;12;861400;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;12;;;;;;;Defence;;;
Clara Azurmendi;"-13;-7 (2)";38;13;4;863166;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;4;;;;;;;Defence;;;
Beiwen Zhang;"-12;6 (1)";38;14;1;864133;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;1;;;;;;;Construccion;;;
Clara Azurmendi;"11;-56 (1)";38;15;9;864133;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;9;;;;;;;Defence;Reves;;
Beiwen Zhang;"3;55 (1)";38;16;11;867200;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;11;;;;;;;Attack;;;
Clara Azurmendi;"-3;-42 (1)";38;17;7;868566;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;7;;;;Winner Beiwen Zhang;;;Construccion;;;
Beiwen Zhang;Rest Time (38);38;;;871400;40733;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;;2;1;Spain Masters 2023;40;21;;;;;;Rest Time;;;;;
Beiwen Zhang;Rally Time (39);39;;;912133;6766;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;;;;;;;;;;;
Beiwen Zhang;"2;26 (1)";39;1;7;910133;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;7;Beiwen Zhang;Forehand short service;7;;;;Construccion;;;
Clara Azurmendi;"-10;-16 (2)";39;2;4;911233;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;4;;;;;;;Construccion;;;
Beiwen Zhang;"-15;34 (1)";39;3;5;911233;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;5;;;;;;;Construccion;;;
Clara Azurmendi;"-2;-12 (1)";39;4;3;911233;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;3;;;;;;;Construccion;;;
Beiwen Zhang;"2;10 (1)";39;5;3;911233;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;3;;;;;;;Construccion;;;
Clara Azurmendi;"-10;-55 (3)";39;6;12;911233;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;12;;;;;;;Construccion;;;
Beiwen Zhang;"14;13 (2)";39;7;4;911233;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;4;;;;;;;Defence;;;
Clara Azurmendi;"14;2 (1)";39;8;4;915666;5000;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;1;Spain Masters 2023;40;21;NET;;;;Error Beiwen Zhang;;;Construccion;;;
Clara Azurmendi;Rest Time (39);39;;;918900;124966;5;ESP;USA;After;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;;2;1;Spain Masters 2023;40;21;;;;;;Rest Time;;;;;
Clara Azurmendi;Rally Time (40);1;;;1043866;3700;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;;;;;;;;;;;
Clara Azurmendi;"2;26 (2)";1;1;7;1041866;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;7;Clara Azurmendi;Backhand short service;7;;;;Construccion;;;
Beiwen Zhang;"-9;-16 (3)";1;2;4;1043066;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;4;;;;;;;Construccion;;;
Clara Azurmendi;"-14;55 (4)";1;3;9;1043066;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;9;;;;;;F;Defence;Reves;;
Beiwen Zhang;"-3;-33 (1)";1;4;7;1044166;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;7;;;;;;;Attack;;;
Clara Azurmendi;"10;30 (1)";1;5;8;1044700;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;8;;;;Winner Beiwen Zhang;;;Construccion;;;
Beiwen Zhang;Rest Time (40);1;;;1047566;10000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;;2;2;Spain Masters 2023;40;21;;;;;;Rest Time;;;;;
Beiwen Zhang;Rally Time (41);2;;;1057566;6066;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;;;;;;;;;;;
Beiwen Zhang;"2;-25 (2)";2;1;6;1055566;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;6;Beiwen Zhang;Backhand short service;6;;;;Construccion;;;
Clara Azurmendi;"-4;17 (1)";2;2;2;1056633;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;2;;;;;;;Construccion;;Modificada;
Beiwen Zhang;"10;-6 (4)";2;3;1;1056666;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;1;;;;;;;Construccion;;;
Clara Azurmendi;"12;6 (3)";2;4;4;1056666;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;4;;;;;;;Construccion;;;
Beiwen Zhang;"-14;-7 (2)";2;5;4;1056666;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;4;;;;;;;Defence;;;
Clara Azurmendi;"-13;55 (3)";2;6;9;1060000;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;9;;;;;;;Attack;;;
Beiwen Zhang;"-12;-45 (1)";2;7;8;1061066;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;8;;;;Winner Clara Azurmendi;;;Construccion;;;
Clara Azurmendi;Rest Time (41);2;;;1063633;15666;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;;2;2;Spain Masters 2023;40;21;;;;;;Rest Time;;;;;
Clara Azurmendi;Rally Time (42);3;;;1079300;4100;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;;;;;;;;;;;
Clara Azurmendi;"-2;25 (7)";3;1;6;1077300;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;6;Clara Azurmendi;Backhand short service;7;;;;Construccion;;;
Beiwen Zhang;"10;-16 (1)";3;2;1;1078500;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;1;;;;;;;Construccion;;Finta;
Clara Azurmendi;"13;8 (2)";3;3;4;1078500;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;4;;;;;;;Construccion;;;
Beiwen Zhang;"12;-55 (1)";3;4;9;1078500;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;9;;;;;;;Attack;;;
Clara Azurmendi;"-4;44 (1)";3;5;6;1080633;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;6;;;;Winner Beiwen Zhang;;;Construccion;;;
Beiwen Zhang;Rest Time (42);3;;;1083400;12300;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;;2;2;Spain Masters 2023;40;21;;;;;;Rest Time;;;;;
Beiwen Zhang;Rally Time (43);4;;;1095700;6433;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;;;;;;;;;;;
Beiwen Zhang;"-3;-27 (2)";4;1;7;1093700;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;7;Beiwen Zhang;Backhand short service;7;;;;Construccion;;;
Clara Azurmendi;"9;17 (1)";4;2;4;1094600;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;4;;;;;;;Construccion;;Modificada;
Beiwen Zhang;"14;-57 (1)";4;3;9;1094633;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;9;;;;;;;Defence;;;
Clara Azurmendi;"11;12 (1)";4;4;4;1095566;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;4;;;;;;;Construccion;;;
Beiwen Zhang;"12;-7 (2)";4;5;1;1095566;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;1;;;;;;;Construccion;;;
Clara Azurmendi;"-12;10 (1)";4;6;1;1095566;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;1;;;;;;;Defence;;;
Beiwen Zhang;"15;-55 (1)";4;7;9;1098766;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;9;;;;;;;Attack;;;
Clara Azurmendi;"-3;44 (1)";4;8;6;1099633;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;6;;;;Winner Beiwen Zhang;;;Construccion;;;
Clara Azurmendi;Rest Time (43);4;;;1102133;17900;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;;2;2;Spain Masters 2023;40;21;;;;;;Rest Time;;;;;
Clara Azurmendi;Rally Time (44);5;;;1120033;12133;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;;;;;;;;;;;
Beiwen Zhang;"3;-25 (2)";5;1;6;1118033;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;6;Beiwen Zhang;Backhand short service;5;;;;Construccion;;;
Clara Azurmendi;"-3;16 (1)";5;2;2;1119066;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;2;;;;;;;Construccion;;;
Beiwen Zhang;"-14;-37 (1)";5;3;8;1119066;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;8;;;;;;;Construccion;;;
Clara Azurmendi;"-13;11 (1)";5;4;1;1119066;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;1;;;;;;;Construccion;;;
Beiwen Zhang;"-15;-54 (2)";5;5;12;1119066;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;12;;;;;;;Attack;;;
Clara Azurmendi;"-3;34 (1)";5;6;6;1121366;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;6;;;;;;;Defence;;;
Beiwen Zhang;"9;-15 (1)";5;7;1;1122000;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;1;;;;;;;Defence;;;
Clara Azurmendi;"-13;54 (1)";5;8;9;1122766;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;9;;;;;;;Construccion;;;
Beiwen Zhang;"-3;-37 (1)";5;9;7;1122766;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;7;;;;;;;Construccion;;;
Clara Azurmendi;"-3;38 (1)";5;10;6;1122766;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;6;;;;;;;Construccion;;;
Beiwen Zhang;"4;-17 (3)";5;11;2;1122766;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;2;;;;;;;Construccion;;;
Clara Azurmendi;"-14;14 (3)";5;12;1;1122766;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;1;;;;;;;Construccion;;;
Beiwen Zhang;"11;-6 (1)";5;13;1;1122766;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;1;;;;;;;Construccion;;;
Clara Azurmendi;"12;6 (4)";5;14;4;1122766;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;4;;;;;;;Defence;;;
Beiwen Zhang;"-15;-54 (3)";5;15;12;1128200;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;12;;;;;;;Attack;;;
Clara Azurmendi;"-5;2 (1)";5;16;2;1129233;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;NET;;;;Unforced Beiwen Zhang;;;Construccion;;;
Clara Azurmendi;Rest Time (44);5;;;1132166;24966;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;;2;2;Spain Masters 2023;40;21;;;;;;Rest Time;;;;;
Clara Azurmendi;Rally Time (45);6;;;1157133;7500;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;;;;;;;;;;;
Clara Azurmendi;"3;25 (2)";6;1;7;1155133;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;7;Clara Azurmendi;Backhand flick;10;;;;Construccion;;;
Beiwen Zhang;"-10;-53 (1)";6;2;12;1156333;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;12;;;;;;;Construccion;;;
Clara Azurmendi;"11;10 (1)";6;3;4;1156333;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;4;;;;;;;Construccion;;;
Beiwen Zhang;"13;-6 (2)";6;4;1;1156333;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;1;;;;;;;Defence;;;
Clara Azurmendi;"-3;56 (1)";6;5;10;1159033;5000;5;ESP;USA;Before;Clara Azurmendi-Beiwen Zhang;Right handed;Right handed;Clara Azurmendi;Beiwen Zhang;Rally Time;2;2;Spain Masters 2023;40;21;10;;;;;;;Attack;;;
