Jugador del golpeo;Nombre;Rally;Stroke;Zone;Posición;Duración;#Rounds;Country Player1;Country Player2;Interval;Match;Play R or L Player1;Play R or L Player2;Player1;Player2;Rally Time;Round;Set;Tournament;WR Player1;WR Player2;Field Position;Player on C1;Type of service;Zona de C1;Game Phase;Barrido Fuerte;Rally Outcome;Rest Time;Tipo de recepcion;Reves;Match Duration 
Pusharla V Shindu;Rest Time (35);35;;;1121240;17160;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;;2;1;Indonesia Master 2021;58;7;;;;;;;;Rest Time;;;
Pusharla V Shindu;Rally Time (36);36;;;1138400;4120;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;1;Indonesia Master 2021;58;7;;;;;;;;;;;
Pusharla V Shindu;"-2;-25 (3)";36;1;7;1136400;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;1;Indonesia Master 2021;58;7;7;Pusarla V Shindu;Backhand short service;2;Construccion;;;;;;
Clara Azurmendi;"5;18 (1)";36;2;3;1137360;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;1;Indonesia Master 2021;58;7;3;;;;Construccion;;;;;;
Pusharla V Shindu;"14;-55 (4)";36;3;9;1137360;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;1;Indonesia Master 2021;58;7;9;;;;Construccion;;;;;;
Clara Azurmendi;"-13;56 (2)";36;4;9;1137360;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;1;Indonesia Master 2021;58;7;9;;;;Construccion;;;;;;
Pusharla V Shindu;"-13;1 (1)";36;5;1;1139760;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;1;Indonesia Master 2021;58;7;NET;;;;Construccion;;Unforced Clara Azurmendi;;;;
Clara Azurmendi;Rest Time (36);36;;;1142520;25600;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;;2;1;Indonesia Master 2021;58;7;;;;;;;;Rest Time;;;
Clara Azurmendi;Rally Time (37);37;;;1168120;5400;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;1;Indonesia Master 2021;58;7;;;;;;;;;;;
Pusharla V Shindu;"2;-24 (3)";37;1;6;1166120;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;1;Indonesia Master 2021;58;7;6;Pusarla V Shindu;Backhand short service;6;Construccion;;;;;;
Clara Azurmendi;"-5;19 (1)";37;2;2;1167120;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;1;Indonesia Master 2021;58;7;2;;;;Construccion;;;;Modificada;;
Pusharla V Shindu;"14;-54 (3)";37;3;9;1167160;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;1;Indonesia Master 2021;58;7;9;;;;Construccion;;;;;;
Clara Azurmendi;"8;14 (1)";37;4;4;1167160;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;1;Indonesia Master 2021;58;7;4;;;;Construccion;;;;;;
Pusharla V Shindu;"-14;-54 (6)";37;5;12;1167160;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;1;Indonesia Master 2021;58;7;12;;;;Attack;;;;;;
Clara Azurmendi;"-15;35 (2)";37;6;5;1169600;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;1;Indonesia Master 2021;58;7;5;;;;Defence;;;;;;
Pusharla V Shindu;"-14;-6 (1)";37;7;4;1170120;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;1;Indonesia Master 2021;58;7;4;;;;Construccion;;Winner Clara Azurmendi;;;;
Clara Azurmendi;Rest Time (37);37;;;1173520;13320;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;;2;1;Indonesia Master 2021;58;7;;;;;;;;Rest Time;;;
Clara Azurmendi;Rally Time (38);38;;;1186840;7680;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;1;Indonesia Master 2021;58;7;;;;;;;;;;;
Clara Azurmendi;"2;25 (8)";38;1;7;1184840;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;1;Indonesia Master 2021;58;7;7;Clara Azurmendi;Backhand short service;3;Construccion;;;;;;
Pusharla V Shindu;"-9;-17 (1)";38;2;4;1185840;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;1;Indonesia Master 2021;58;7;4;;;;Construccion;;;;Finta;;
Clara Azurmendi;"-15;55 (2)";38;3;9;1185960;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;1;Indonesia Master 2021;58;7;9;;;;Construccion;;;;;;
Pusharla V Shindu;"-13;-55 (2)";38;4;12;1185960;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;1;Indonesia Master 2021;58;7;12;;;;Construccion;;;;;;
Clara Azurmendi;"13;15 (2)";38;5;4;1185960;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;1;Indonesia Master 2021;58;7;4;;;;Defence;;;;;;
Pusharla V Shindu;"14;-54 (4)";38;6;9;1189000;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;1;Indonesia Master 2021;58;7;9;;;;Defence;;;;;Reves;
Clara Azurmendi;"12;54 (1)";38;7;12;1190000;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;1;Indonesia Master 2021;58;7;12;;;;Attack;;;;;;
Pusharla V Shindu;"13;-39 (1)";38;8;5;1190800;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;1;Indonesia Master 2021;58;7;5;;;;Defence;;;;;;
Clara Azurmendi;"14;2 (1)";38;9;4;1191440;5000;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;1;Indonesia Master 2021;58;7;NET;;;;Construccion;;Error Pusarla V Shindu;;;;
Pusharla V Shindu;Rest Time (38);38;;;1194520;133760;5;ESP;IND;After;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;;2;1;Indonesia Master 2021;58;7;;;;;;;;Rest Time;;;
Pusharla V Shindu;Rally Time (39);1;;;1328280;13840;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;2;Indonesia Master 2021;58;7;;;;;;;;;;;
Clara Azurmendi;"-1;-25 (1)";1;1;7;1326280;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;2;Indonesia Master 2021;58;7;7;Clara Azurmendi;Backhand flick;10;Construccion;;;;;;
Pusharla V Shindu;"11;54 (2)";1;2;12;1327440;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;2;Indonesia Master 2021;58;7;12;;;;Construccion;;;;;;
Clara Azurmendi;"9;-16 (1)";1;3;1;1327440;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;2;Indonesia Master 2021;58;7;1;;;;Construccion;;;;;;
Pusharla V Shindu;"2;7 (1)";1;4;3;1327440;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;2;Indonesia Master 2021;58;7;3;;;;Construccion;;;;;;
Clara Azurmendi;"13;-55 (6)";1;5;9;1327440;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;2;Indonesia Master 2021;58;7;9;;;;Construccion;;;;;;
Pusharla V Shindu;"13;54 (1)";1;6;12;1327440;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;2;Indonesia Master 2021;58;7;12;;;;Construccion;;;;;;
Clara Azurmendi;"13;-54 (3)";1;7;9;1327440;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;2;Indonesia Master 2021;58;7;9;;;;Construccion;;;;;;
Pusharla V Shindu;"13;33 (1)";1;8;8;1327440;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;2;Indonesia Master 2021;58;7;8;;;;Construccion;;;;;;
Clara Azurmendi;"-10;-16 (1)";1;9;4;1327440;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;2;Indonesia Master 2021;58;7;4;;;;Construccion;;;;;;
Pusharla V Shindu;"13;54 (2)";1;10;12;1327440;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;2;Indonesia Master 2021;58;7;12;;;;Attack;;;;;;
Clara Azurmendi;"14;-40 (1)";1;11;5;1334800;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;2;Indonesia Master 2021;58;7;5;;;;Defence;;;;;;
Pusharla V Shindu;"-4;14 (1)";1;12;2;1334800;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;2;Indonesia Master 2021;58;7;2;;;;Construccion;;;;;;
Clara Azurmendi;"12;-15 (1)";1;13;1;1334800;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;2;Indonesia Master 2021;58;7;1;;;;Construccion;;;;;;
Pusharla V Shindu;"10;8 (1)";1;14;4;1337560;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;2;Indonesia Master 2021;58;7;4;;;;Defence;;;;;;
Clara Azurmendi;"3;-61 (1)";1;15;10;1337520;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;2;Indonesia Master 2021;58;7;OUT LENGTH;;;;Construccion;;Error Pusarla V Shindu;;;;
Pusharla V Shindu;Rest Time (39);1;;;1342120;11680;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;;2;2;Indonesia Master 2021;58;7;;;;;;;;Rest Time;;;
Pusharla V Shindu;Rally Time (40);2;;;1353800;4680;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;2;Indonesia Master 2021;58;7;;;;;;;;;;;
Clara Azurmendi;"2;-24 (4)";2;1;6;1351800;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;2;Indonesia Master 2021;58;7;6;Clara Azurmendi;Backhand flick;9;Construccion;;;;;;
Pusharla V Shindu;"-3;54 (2)";2;2;10;1353040;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;2;Indonesia Master 2021;58;7;10;;;;Attack;;;;;;
Clara Azurmendi;"13;-37 (1)";2;3;5;1353040;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;2;Indonesia Master 2021;58;7;5;;;;Defence;;;;;;
Pusharla V Shindu;"14;11 (1)";2;4;4;1353600;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;2;Indonesia Master 2021;58;7;4;;;;Construccion;;;;;;
Clara Azurmendi;"12;-15 (2)";2;5;1;1353600;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;2;Indonesia Master 2021;58;7;1;;;;Construccion;;;;;;
Pusharla V Shindu;"-5;1 (1)";2;6;2;1353600;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;2;Indonesia Master 2021;58;7;NET;;;;Construccion;;Unforced Clara Azurmendi;;;;
Pusharla V Shindu;Rest Time (40);2;;;1358480;17520;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;;2;2;Indonesia Master 2021;58;7;;;;;;;;Rest Time;;;
Pusharla V Shindu;Rally Time (41);3;;;1376000;10880;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;2;Indonesia Master 2021;58;7;;;;;;;;;;;
Pusharla V Shindu;"-2;24 (1)";3;1;6;1374000;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;2;Indonesia Master 2021;58;7;6;Pusarla V Shindu;Backhand short service;5;Construccion;;;;;;
Clara Azurmendi;"3;-17 (3)";3;2;2;1375080;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;2;Indonesia Master 2021;58;7;2;;;;Construccion;;;;;;
Pusharla V Shindu;"13;55 (3)";3;3;12;1375080;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;2;Indonesia Master 2021;58;7;12;;;;Construccion;;;;;;
Clara Azurmendi;"-9;-17 (2)";3;4;4;1375080;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;2;Indonesia Master 2021;58;7;4;;;;Construccion;;;;;;
Pusharla V Shindu;"15;11 (1)";3;5;4;1375080;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;2;Indonesia Master 2021;58;7;4;;;;Defence;;;;;;
Clara Azurmendi;"11;-6 (1)";3;6;1;1377800;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;2;Indonesia Master 2021;58;7;1;;;;Defence;;;;;;
Pusharla V Shindu;"-14;54 (4)";3;7;9;1378760;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;2;Indonesia Master 2021;58;7;9;;;;Construccion;;;;;;
Clara Azurmendi;"-11;-14 (1)";3;8;4;1378760;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;2;Indonesia Master 2021;58;7;4;;;;Defence;;;;;;
Pusharla V Shindu;"-14;55 (9)";3;9;9;1381480;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;2;Indonesia Master 2021;58;7;9;;;;Construccion;;;;;;
Clara Azurmendi;"4;-15 (1)";3;10;2;1381480;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;2;Indonesia Master 2021;58;7;2;;;;Construccion;;;;;;
Pusharla V Shindu;"12;62 (1)";3;11;12;1381480;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;2;Indonesia Master 2021;58;7;OUT LENGTH;;;;Construccion;;Unforced Clara Azurmendi;;;;
Clara Azurmendi;Rest Time (41);3;;;1386880;21080;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;;2;2;Indonesia Master 2021;58;7;;;;;;;;Rest Time;;;
Clara Azurmendi;Rally Time (42);4;;;1407960;5840;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;2;Indonesia Master 2021;58;7;;;;;;;;;;;
Pusharla V Shindu;"2;25 (9)";4;1;7;1405960;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;2;Indonesia Master 2021;58;7;7;Pusarla V Shindu;Backhand short service;2;Construccion;;;;;;
Clara Azurmendi;"-4;-17 (1)";4;2;3;1406960;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;2;Indonesia Master 2021;58;7;3;;;;Construccion;;;;;;
Pusharla V Shindu;"-14;13 (1)";4;3;1;1406960;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;2;Indonesia Master 2021;58;7;1;;;;Defence;;;;;;
Clara Azurmendi;"13;-55 (7)";4;4;9;1407880;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;2;Indonesia Master 2021;58;7;9;;;;Attack;;;;;;
Pusharla V Shindu;"15;32 (1)";4;5;8;1409440;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;2;Indonesia Master 2021;58;7;8;;;;Defence;;;;;;
Clara Azurmendi;"9;-6 (1)";4;6;1;1409960;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;2;Indonesia Master 2021;58;7;1;;;;Attack;;;;;;
Pusharla V Shindu;"3;62 (1)";4;7;11;1410800;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;2;Indonesia Master 2021;58;7;OUT LENGTH;;;;Construccion;;Unforced Clara Azurmendi;;;;
Clara Azurmendi;Rest Time (42);4;;;1413800;15880;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;;2;2;Indonesia Master 2021;58;7;;;;;;;;Rest Time;;;
Clara Azurmendi;Rally Time (43);5;;;1429680;3960;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;2;Indonesia Master 2021;58;7;;;;;;;;;;;
Pusharla V Shindu;"-1;25 (4)";5;1;6;1427680;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;2;Indonesia Master 2021;58;7;6;Pusarla V Shindu;Backhand short service;2;Construccion;;;;;;
Clara Azurmendi;"5;-18 (1)";5;2;2;1428760;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;2;Indonesia Master 2021;58;7;2;;;;Construccion;;;;Modificada;;
Pusharla V Shindu;"-15;55 (3)";5;3;9;1428760;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;2;Indonesia Master 2021;58;7;9;;;;Attack;;;;;;
Clara Azurmendi;"-15;-37 (1)";5;4;8;1429680;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;2;Indonesia Master 2021;58;7;8;;;;Defence;;;;;;
Pusharla V Shindu;"-20;52 (1)";5;5;Out;1430200;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;2;Indonesia Master 2021;58;7;OUT SIDE;;;;Construccion;;Error Clara Azurmendi;;;;
Clara Azurmendi;Rest Time (43);5;;;1433640;12280;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;;2;2;Indonesia Master 2021;58;7;;;;;;;;Rest Time;;;
Clara Azurmendi;Rally Time (44);6;;;1445920;2200;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;2;Indonesia Master 2021;58;7;;;;;;;;;;;
Pusharla V Shindu;"2;25 (10)";6;1;7;1443920;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;2;Indonesia Master 2021;58;7;7;Pusarla V Shindu;Backhand short service;2;Construccion;;;;;;
Clara Azurmendi;"-4;-17 (2)";6;2;3;1444920;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;2;Indonesia Master 2021;58;7;3;;;;Construccion;;;;;;
Pusharla V Shindu;"-18;12 (1)";6;3;Out;1444920;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;2;Indonesia Master 2021;58;7;OUT SIDE;;;;Construccion;;Unforced Clara Azurmendi;;;;
Clara Azurmendi;Rest Time (44);6;;;1448120;12920;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;;2;2;Indonesia Master 2021;58;7;;;;;;;;Rest Time;;;
Clara Azurmendi;Rally Time (45);7;;;1461040;6480;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;2;Indonesia Master 2021;58;7;;;;;;;;;;;
Pusharla V Shindu;"-2;25 (7)";7;1;6;1459040;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;2;Indonesia Master 2021;58;7;6;Pusarla V Shindu;Backhand short service;3;Construccion;;;;;;
Clara Azurmendi;"10;-17 (1)";7;2;1;1460000;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;2;Indonesia Master 2021;58;7;1;;;;Construccion;;;;Finta;;
Pusharla V Shindu;"13;56 (2)";7;3;12;1460040;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;2;Indonesia Master 2021;58;7;12;;;;Defence;;;;;;
Clara Azurmendi;"10;-7 (1)";7;4;1;1461040;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;2;Indonesia Master 2021;58;7;1;;;;Construccion;;;;;;
Pusharla V Shindu;"10;8 (2)";7;5;4;1461040;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;2;Indonesia Master 2021;58;7;4;;;;Defence;;;;;;
Clara Azurmendi;"-11;-54 (1)";7;6;12;1462760;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;2;Indonesia Master 2021;58;7;12;;;;Attack;;;;;;
Pusharla V Shindu;"15;38 (1)";7;7;8;1464840;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;2;Indonesia Master 2021;58;7;8;;;;Construccion;;Winner Clara Azurmendi;;;;
Clara Azurmendi;Rest Time (45);7;;;1467520;14360;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;;2;2;Indonesia Master 2021;58;7;;;;;;;;Rest Time;;;
Clara Azurmendi;Rally Time (46);8;;;1481880;5000;5;ESP;IND;Before;Clara Azurmendi-Pusarla V Shindu;Right handed;Right handed;Clara Azurmendi;Pusharla V Shindu;Rally Time;2;2;Indonesia Master 2021;58;7;;;;;;;;;;;
