Jugador del golpeo;Nombre;Rally;Stroke;Zone;Posición;Duración;#Rounds;Country Player1;Country Player2;Interval;Match;Match Duration;Play R or L Player1;Play R or L Player2;Player1;Player2;Rally Time;Round;Set;Tournament;WR Player1;WR Player2;Field Position;Player on C1;Type of service;Zona de C1;Rally Outcome;Rest Time;Game Phase;Barrido Fuerte;Reves;Tipo de recepcion 
Fitriani Fitriani;Rest Time (66);32;;;1417633;13900;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;;1;2;Akmil Open 2021;40;430;;;;;;Rest Time;;;;
Fitriani Fitriani;Rally Time (67);33;;;1431533;10366;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;;;;;;;;;;
Fitriani Fitriani;"-2;25 (8)";33;1;6;1429533;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;6;Fitriani Fitriani;Forehand long service;10;;;Construccion;;;
Mutiara Ayu Puspitasar;"8;-54 (1)";33;2;9;1432033;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;9;;;;;;Construccion;;;
Fitriani Fitriani;"13;35 (1)";33;3;8;1432033;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;8;;;;;;Defence;;;
Mutiara Ayu Puspitasar;"15;-54 (2)";33;4;9;1432866;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;9;;;;;;Defence;;Reves;
Fitriani Fitriani;"12;56 (2)";33;5;12;1433733;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;12;;;;;;Construccion;;;
Mutiara Ayu Puspitasar;"13;-55 (5)";33;6;9;1433733;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;9;;;;;;Defence;;Reves;
Fitriani Fitriani;"-13;11 (2)";33;7;1;1436766;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;1;;;;;;Construccion;;;
Mutiara Ayu Puspitasar;"-13;-53 (3)";33;8;12;1436766;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;12;;;;;;Attack;;;
Fitriani Fitriani;"19;33 (1)";33;9;Out;1439000;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;OUT SIDE;;;;Unforced Mutiara Ayu Puspitasar;;Construccion;;;
Mutiara Ayu Puspitasar;Rest Time (67);33;;;1441900;17066;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;;1;2;Akmil Open 2021;40;430;;;;;;Rest Time;;;;
Mutiara Ayu Puspitasar;Rally Time (68);34;;;1458966;5633;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;;;;;;;;;;
Fitriani Fitriani;"1;26 (1)";34;1;7;1456966;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;7;Fitriani Fitriani;Forehand long service;10;;;Construccion;;;
Mutiara Ayu Puspitasar;"-7;-54 (1)";34;2;12;1459766;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;12;;;;;;Construccion;;;
Fitriani Fitriani;"-16;41 (1)";34;3;5;1459766;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;5;;;;;;Defence;;;
Mutiara Ayu Puspitasar;"-14;-55 (9)";34;4;12;1460433;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;12;;;;;;Attack;;;
Fitriani Fitriani;"19;23 (1)";34;5;Out;1462233;4000;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;2;Akmil Open 2021;40;430;OUT SIDE;;;;Unforced Mutiara Ayu Puspitasar;;Construccion;;;
Mutiara Ayu Puspitasar;Rest Time (68);34;;;1464600;6033;5;INA;INA;After;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;;1;2;Akmil Open 2021;40;430;;;;;;Rest Time;;;;
Mutiara Ayu Puspitasar;Rally Time (69);1;;;1470633;17900;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;;;;;;;;;;
Fitriani Fitriani;"-2;-23 (2)";1;1;7;1468633;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;7;Fitriani Fitriani;Forehand long service;11;;;Construccion;;;
Mutiara Ayu Puspitasar;"14;55 (4)";1;2;12;1471333;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;12;;;;;;Construccion;;;
Fitriani Fitriani;"12;-15 (1)";1;3;1;1471333;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;1;;;;;;Defence;;;
Mutiara Ayu Puspitasar;"-14;56 (5)";1;4;9;1472300;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;9;;;;;;Defence;;;
Fitriani Fitriani;"-9;-53 (4)";1;5;12;1473666;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;12;;;;;;Attack;;;
Mutiara Ayu Puspitasar;"11;38 (1)";1;6;8;1474233;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;8;;;;;;Defence;;;
Fitriani Fitriani;"13;-13 (2)";1;7;1;1474800;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;1;;;;;;Defence;;;
Mutiara Ayu Puspitasar;"15;55 (2)";1;8;12;1475800;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;12;;;;;;Construccion;;;
Fitriani Fitriani;"13;-54 (10)";1;9;9;1475800;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;9;;;;;;Defence;;Reves;
Mutiara Ayu Puspitasar;"-9;53 (1)";1;10;9;1477733;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;9;;;;;;Attack;;;
Fitriani Fitriani;"9;-40 (1)";1;11;5;1480000;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;5;;;;;;Defence;;;
Mutiara Ayu Puspitasar;"9;11 (1)";1;12;4;1480033;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;4;;;;;;Construccion;;;
Fitriani Fitriani;"-14;-54 (3)";1;13;12;1480033;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;12;;;;;;Defence;;;
Mutiara Ayu Puspitasar;"-14;9 (2)";1;14;1;1482266;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;1;;;;;;Construccion;;;
Fitriani Fitriani;"-14;-55 (10)";1;15;12;1482266;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;12;;;;;;Defence;;;
Mutiara Ayu Puspitasar;"14;54 (5)";1;16;12;1484566;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;12;;;;;;Attack;;;
Fitriani Fitriani;"14;-40 (3)";1;17;5;1485633;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;5;;;;Winner Mutiara Ayu Puspitasar;;Construccion;;;
Mutiara Ayu Puspitasar;Rest Time (69);1;;;1488533;19700;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;;1;3;Akmil Open 2021;40;430;;;;;;Rest Time;;;;
Mutiara Ayu Puspitasar;Rally Time (70);2;;;1508233;7500;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;;;;;;;;;;
Mutiara Ayu Puspitasar;"-1;24 (3)";2;1;6;1506233;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;6;Mutiara Ayu Puspitasar;Forehand long service;11;;;Construccion;;;
Fitriani Fitriani;"14;-55 (3)";2;2;9;1508866;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;9;;;;;;Construccion;;;
Mutiara Ayu Puspitasar;"-14;11 (2)";2;3;1;1508866;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;1;;;;;;Defence;;;
Fitriani Fitriani;"13;-53 (2)";2;4;9;1510033;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;9;;;;;;Construccion;;;
Mutiara Ayu Puspitasar;"13;10 (1)";2;5;4;1510033;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;4;;;;;;Construccion;;;
Fitriani Fitriani;"-1;1 (1)";2;6;2;1510033;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;NET;;;;Unforced Mutiara Ayu Puspitasar;;Construccion;;;
Fitriani Fitriani;Rest Time (70);2;;;1515733;20900;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;;1;3;Akmil Open 2021;40;430;;;;;;Rest Time;;;;
Fitriani Fitriani;Rally Time (71);3;;;1536633;8400;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;;;;;;;;;;
Fitriani Fitriani;"1;-24 (3)";3;1;6;1534633;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;6;Fitriani Fitriani;Forehand short service;2;;;Construccion;;;
Mutiara Ayu Puspitasar;"-4;18 (1)";3;2;2;1536066;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;2;;;;;;Construccion;;;Finta
Fitriani Fitriani;"12;-6 (2)";3;3;1;1536100;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;1;;;;;;Construccion;;;
Mutiara Ayu Puspitasar;"13;6 (2)";3;4;4;1536100;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;4;;;;;;Defence;;;
Fitriani Fitriani;"13;-7 (3)";3;5;1;1538200;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;1;;;;;;Construccion;;;
Mutiara Ayu Puspitasar;"13;56 (2)";3;6;12;1538200;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;12;;;;;;Defence;;;
Fitriani Fitriani;"13;-15 (1)";3;7;1;1540400;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;1;;;;;;Construccion;;;
Mutiara Ayu Puspitasar;"14;58 (1)";3;8;12;1540400;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;12;;;;Winner Fitriani Fitriani;;Construccion;;;
Mutiara Ayu Puspitasar;Rest Time (71);3;;;1545033;19433;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;;1;3;Akmil Open 2021;40;430;;;;;;Rest Time;;;;
Mutiara Ayu Puspitasar;Rally Time (72);4;;;1564466;3600;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;;;;;;;;;;
Fitriani Fitriani;"-2;-25 (5)";4;1;7;1562466;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;7;Fitriani Fitriani;Forehand long service;10;;;Construccion;;;
Mutiara Ayu Puspitasar;"10;55 (2)";4;2;12;1565000;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;12;;;;;;Attack;;;
Fitriani Fitriani;"19;-54 (1)";4;3;Out;1566066;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;OUT SIDE;;;;Unforced Mutiara Ayu Puspitasar;;Construccion;;;
Mutiara Ayu Puspitasar;Rest Time (72);4;;;1568066;15833;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;;1;3;Akmil Open 2021;40;430;;;;;;Rest Time;;;;
Mutiara Ayu Puspitasar;Rally Time (73);5;;;1583900;7866;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;;;;;;;;;;
Fitriani Fitriani;"2;-24 (6)";5;1;6;1581900;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;6;Fitriani Fitriani;Forehand long service;9;;;Construccion;;;
Mutiara Ayu Puspitasar;"-4;54 (1)";5;2;10;1584466;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;10;;;;;;Construccion;;;
Fitriani Fitriani;"9;-17 (1)";5;3;1;1584466;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;1;;;;;;Construccion;;;
Mutiara Ayu Puspitasar;"11;10 (1)";5;4;4;1584466;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;4;;;;;;Defence;;;
Fitriani Fitriani;"13;-55 (6)";5;5;9;1586500;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;9;;;;;;Construccion;;;
Mutiara Ayu Puspitasar;"-21;54 (1)";5;6;Out;1586500;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;OUT SIDE;;;;Unforced Fitriani Fitriani;;Construccion;;;
Mutiara Ayu Puspitasar;Rest Time (73);5;;;1591766;16733;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;;1;3;Akmil Open 2021;40;430;;;;;;Rest Time;;;;
Mutiara Ayu Puspitasar;Rally Time (74);6;;;1608500;7600;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;;;;;;;;;;
Mutiara Ayu Puspitasar;"2;24 (3)";6;1;7;1606500;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;7;Mutiara Ayu Puspitasar;Backhand short service;2;;;Construccion;;;
Fitriani Fitriani;"-5;-19 (1)";6;2;3;1607900;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;3;;;;;;Construccion;;;Modificada
Mutiara Ayu Puspitasar;"14;56 (5)";6;3;12;1608600;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;12;;;;;;Defence;;;
Fitriani Fitriani;"13;-54 (11)";6;4;9;1609033;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;9;;;;;;Attack;;;
Mutiara Ayu Puspitasar;"-13;37 (1)";6;5;5;1611066;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;5;;;;;;Defence;;;
Fitriani Fitriani;"-14;-13 (3)";6;6;4;1611233;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;4;;;;;;Construccion;;;
Mutiara Ayu Puspitasar;"-19;55 (1)";6;7;Out;1612266;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;OUT SIDE;;;;Unforced Fitriani Fitriani;;Construccion;;;
Fitriani Fitriani;Rest Time (74);6;;;1616100;17033;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;;1;3;Akmil Open 2021;40;430;;;;;;Rest Time;;;;
Fitriani Fitriani;Rally Time (75);7;;;1633133;3333;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;;;;;;;;;;
Mutiara Ayu Puspitasar;"-2;25 (9)";7;1;6;1631133;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;6;Mutiara Ayu Puspitasar;Backhand short service;2;;;Construccion;;;
Fitriani Fitriani;"5;-18 (6)";7;2;2;1632000;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;2;;;;;;Construccion;;;
Mutiara Ayu Puspitasar;"12;54 (2)";7;3;12;1632000;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;12;;;;;;Attack;;;
Fitriani Fitriani;"-2;-38 (1)";7;4;7;1632700;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;7;;;;;;Defence;;;
Mutiara Ayu Puspitasar;"-11;1 (1)";7;5;1;1633200;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;NET;;;;Error Fitriani Fitriani;;Construccion;;;
Fitriani Fitriani;Rest Time (75);7;;;1636466;17533;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;;1;3;Akmil Open 2021;40;430;;;;;;Rest Time;;;;
Fitriani Fitriani;Rally Time (76);8;;;1654000;17400;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;;;;;;;;;;
Mutiara Ayu Puspitasar;"2;25 (9)";8;1;7;1652000;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;7;Mutiara Ayu Puspitasar;Backhand short service;6;;;Construccion;;;
Fitriani Fitriani;"-5;-18 (2)";8;2;3;1653066;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;3;;;;;;Construccion;;;Modificada
Mutiara Ayu Puspitasar;"2;6 (1)";8;3;3;1653100;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;3;;;;;;Defence;;;
Fitriani Fitriani;"12;-55 (1)";8;4;9;1655200;4000;5;INA;INA;Before;Fitriani Fitriani-Mutiara Ayu Puspitasar;;Right handed;Right handed;Fitriani Fitriani;Mutiara Ayu Puspitasar;Rally Time;1;3;Akmil Open 2021;40;430;9;;;;;;Construccion;;;
