Jugador del golpeo;Nombre;Rally;Stroke;Zone;Posición;Duración;#Rounds;Country Player1;Country Player2;Interval;Match;Play R or L Player1;Play R or L Player2;Player1;Player2;Rally Time;Round;Set;Tournament;WR Player1;WR Player2;Field Position;Player on C1;Type of service;Zona de C1;Game Phase;Rally Outcome;Rest Time;Reves;Tipo de recepcion;Barrido Fuerte;Match Duration
Maria Ulitina;"2;24 (7)";10;1;7;1293720;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;7;Maria Ulitina;Backhand flick;9;Construccion;;;;;;
Marie Batomene;"-3;-55 (1)";10;2;11;1294920;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;11;;;;Construccion;Winner Maria Ulitina;;;;;
Marie Batomene;Rest Time (42);10;;;1297880;11080;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;;1;2;Spanish International 2021;91;58;;;;;;;Rest Time;;;;
Marie Batomene;Rally Time (43);11;;;1308960;3360;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;;;;;;;;;;;
Maria Ulitina;"-2;24 (5)";11;1;6;1306960;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;6;Maria Ulitina;Backhand short service;5;Construccion;;;;;;
Marie Batomene;"2;-17 (1)";11;2;2;1307800;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;2;;;;Construccion;;;;;;
Maria Ulitina;"-14;56 (1)";11;3;9;1321200;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;;1;2;Spanish International 2021;91;58;9;;;;Construccion;Winner Marie Batomene;;;;;
Marie Batomene;Rest Time (43);11;;;1311800;16040;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;;1;2;Spanish International 2021;91;58;;;;;;;Rest Time;;;;
Marie Batomene;Rally Time (44);12;;;1327840;2640;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;;;;;;;;;;;
Marie Batomene;"-2;-25 (6)";12;1;7;1325840;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;7;Marie Batomene;Backhand short service;7;Construccion;;;;;;
Maria Ulitina;"8;19 (1)";12;2;4;1326760;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;4;;;;Construccion;;;;Modificada/Finta;;
Marie Batomene;"-13;-62 (1)";12;3;12;1326800;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;OUT LENGTH;;;;Construccion;Unforced Maria Ulitina;;;;;
Maria Ulitina;Rest Time (44);12;;;1330480;13680;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;;1;2;Spanish International 2021;91;58;;;;;;;Rest Time;;;;
Maria Ulitina;Rally Time (45);13;;;1344160;10960;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;;;;;;;;;;;
Marie Batomene;"2;-26 (2)";13;1;6;1342160;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;6;Marie Batomene;Backhand short service;7;Construccion;;;;;;
Maria Ulitina;"-9;16 (1)";13;2;1;1343240;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;1;;;;Construccion;;;;;;
Marie Batomene;"13;-8 (1)";13;3;1;1343240;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;1;;;;Construccion;;;;;;
Maria Ulitina;"12;8 (1)";13;4;4;1343240;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;4;;;;Construccion;;;;;;
Marie Batomene;"-13;-8 (1)";13;5;4;1343240;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;4;;;;Construccion;;;;;;
Maria Ulitina;"13;55 (3)";13;6;12;1343240;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;12;;;;Defence;;;;;;
Marie Batomene;"10;-13 (1)";13;7;1;1347280;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;1;;;;Construccion;;;;;;
Maria Ulitina;"11;7 (1)";13;8;4;1347280;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;4;;;;Construccion;;;;;;
Marie Batomene;"12;-8 (2)";13;9;1;1347280;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;1;;;;Defence;;;;;;
Maria Ulitina;"-9;55 (1)";13;10;9;1350160;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;9;;;;Construccion;;;;;;
Marie Batomene;"20;-10 (1)";13;11;Out;1350160;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;OUT SIDE;;;;Construccion;Unforced Maria Ulitina;;;;;
Maria Ulitina;Rest Time (45);13;;;1355120;17120;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;;1;2;Spanish International 2021;91;58;;;;;;;Rest Time;;;;
Maria Ulitina;Rally Time (46);14;;;1372240;4800;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;;;;;;;;;;;
Marie Batomene;"-2;-25 (7)";14;1;7;1370240;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;7;Marie Batomene;Backhand short service;6;Construccion;;;;;;
Maria Ulitina;"4;18 (1)";14;2;3;1371320;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;3;;;;Construccion;;;;Finta;;
Marie Batomene;"-13;-55 (1)";14;3;12;1371800;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;12;;;;Attack;;;;;;
Maria Ulitina;"-14;35 (1)";14;4;5;1372440;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;5;;;;Defence;;;;;;
Marie Batomene;"-13;-55 (2)";14;5;12;1372840;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;12;;;;Attack;;;;;;
Maria Ulitina;"14;41 (1)";14;6;8;1374680;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;8;;;;Construccion;Winner Marie Batomene;;;;;
Maria Ulitina;Rest Time (46);14;;;1377040;17920;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;;1;2;Spanish International 2021;91;58;;;;;;;Rest Time;;;;
Maria Ulitina;Rally Time (47);15;;;1394960;3480;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;;;;;;;;;;;
Marie Batomene;"2;-25 (5)";15;1;6;1392960;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;6;Marie Batomene;Backhand short service;7;Construccion;;;;;;
Maria Ulitina;"-12;17 (1)";15;2;1;1393960;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;1;;;;Construccion;;;;Modificada;;
Marie Batomene;"-12;-7 (2)";15;3;4;1394000;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;4;;;;Defence;;;;;;
Maria Ulitina;"-14;6 (2)";15;4;1;1394800;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;1;;;;Attack;;;;;;
Marie Batomene;"12;-47 (1)";15;5;5;1395560;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;5;;;;Construccion;Winner Maria Ulitina;;;;;
Maria Ulitina;Rest Time (47);15;;;1398440;15800;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;;1;2;Spanish International 2021;91;58;;;;;;;Rest Time;;;;
Maria Ulitina;Rally Time (48);16;;;1414240;3280;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;;;;;;;;;;;
Maria Ulitina;"2;24 (8)";16;1;7;1412240;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;7;Maria Ulitina;Backhand flick;11;Construccion;;;;;;
Marie Batomene;"-14;-54 (3)";16;2;12;1413640;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;12;;;;Attack;;;;;;
Maria Ulitina;"14;35 (1)";16;3;8;1414200;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;8;;;;Defence;;;;;;
Marie Batomene;"20;-52 (1)";16;4;Out;1414320;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;OUT SIDE;;;;Construccion;Error Maria Ulitina;;;;;
Marie Batomene;Rest Time (48);16;;;1417520;14920;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;;1;2;Spanish International 2021;91;58;;;;;;;Rest Time;;;;
Marie Batomene;Rally Time (49);17;;;1432440;8000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;;;;;;;;;;;
Marie Batomene;"-2;-25 (8)";17;1;7;1430440;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;7;Marie Batomene;Backhand short service;6;Construccion;;;;;;
Maria Ulitina;"5;16 (1)";17;2;3;1431280;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;3;;;;Construccion;;;;;;
Marie Batomene;"13;-9 (1)";17;3;1;1431280;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;1;;;;Defence;;;;;;
Maria Ulitina;"3;54 (2)";17;4;11;1432320;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;11;;;;Construccion;;;;;;
Marie Batomene;"-14;-30 (1)";17;5;8;1432320;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;8;;;;Defence;;;;;;
Maria Ulitina;"-14;54 (4)";17;6;9;1435040;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;9;;;;Defence;;;Reves;;;
Marie Batomene;"-4;-12 (1)";17;7;3;1436120;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;3;;;;Construccion;;;;;;
Maria Ulitina;"9;62 (1)";17;8;12;1436120;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;OUT LENGTH;;;;Construccion;Unforced Marie Batomene;;;;;
Maria Ulitina;Rest Time (49);17;;;1440440;15480;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;;1;2;Spanish International 2021;91;58;;;;;;;Rest Time;;;;
Maria Ulitina;Rally Time (50);18;;;1455920;4480;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;;;;;;;;;;;
Maria Ulitina;"-2;24 (6)";18;1;6;1453920;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;6;Maria Ulitina;Backhand short service;6;Construccion;;;;;;
Marie Batomene;"5;-19 (1)";18;2;2;1454920;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;2;;;;Construccion;;;;;;
Maria Ulitina;"14;55 (2)";18;3;12;1454920;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;12;;;;Defence;;;;;;
Marie Batomene;"10;-54 (2)";18;4;9;1455880;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;9;;;;Attack;;;;;;
Maria Ulitina;"-2;38 (1)";18;5;6;1457000;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;6;;;;Defence;;;;;;
Marie Batomene;"-13;1 (1)";18;6;1;1457360;4000;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;NET;;;;Construccion;Error Maria Ulitina;;;;;
Marie Batomene;Rest Time (50);18;;;1460400;68360;5;UKR;FRA;Before;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;;1;2;Spanish International 2021;91;58;;;;;;;Rest Time;;;;
Marie Batomene;Rally Time (51);19;;;1528760;2000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;;;;;;;;;;;
Marie Batomene;"2;-24 (5)";19;1;6;1526760;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;6;Marie Batomene;Backhand short service;7;Construccion;;;;;;
Maria Ulitina;"-9;16 (2)";19;2;1;1527760;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;1;;;;Construccion;;;;;;
Marie Batomene;"1;1 (2)";19;3;3;1527760;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;NET;;;;Construccion;Unforced Maria Ulitina;;;;;
Maria Ulitina;Rest Time (51);19;;;1530760;15200;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;;1;2;Spanish International 2021;91;58;;;;;;;Rest Time;;;;
Maria Ulitina;Rally Time (52);20;;;1545960;9040;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;;;;;;;;;;;
Marie Batomene;"-2;-24 (3)";20;1;7;1543960;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;7;Marie Batomene;Backhand short service;7;Construccion;;;;;;
Maria Ulitina;"8;17 (1)";20;2;4;1545040;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;4;;;;Construccion;;;;Finta;;
Marie Batomene;"14;-55 (2)";20;3;9;1545080;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;9;;;;Defence;;;Reves;;;
Maria Ulitina;"4;55 (1)";20;4;11;1546160;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;11;;;;Construccion;;;;;;
Marie Batomene;"10;-54 (3)";20;5;9;1546160;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;9;;;;Attack;;;;;;
Maria Ulitina;"-3;36 (1)";20;6;6;1548800;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;6;;;;Defence;;;;;;
Marie Batomene;"-12;-16 (2)";20;7;4;1548840;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;4;;;;Construccion;;;;;;
Maria Ulitina;"13;55 (4)";20;8;12;1548840;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;12;;;;Construccion;;;;;;
Marie Batomene;"11;-6 (1)";20;9;1;1548840;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;1;;;;Defence;;;;;;
Maria Ulitina;"13;1 (1)";20;10;4;1552200;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;NET;;;;Construccion;Error Marie Batomene;;;;;
Maria Ulitina;Rest Time (52);20;;;1555000;15000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;;1;2;Spanish International 2021;91;58;;;;;;;Rest Time;;;;
Maria Ulitina;Rally Time (53);21;;;1570000;3720;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;;;;;;;;;;;
Maria Ulitina;"2;24 (9)";21;1;7;1568000;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;7;Maria Ulitina;Backhand flick;10;Construccion;;;;;;
Marie Batomene;"-8;-53 (1)";21;2;12;1569360;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;12;;;;Attack;;;;;;
Maria Ulitina;"2;40 (1)";21;3;7;1569280;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;7;;;;Defence;;;;;;
Marie Batomene;"-12;-14 (1)";21;4;4;1569760;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;4;;;;Construccion;;;;;;
Maria Ulitina;"-19;11 (1)";21;5;Out;1569760;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;OUT SIDE;;;;Construccion;Unforced Marie Batomene;;;;;
Marie Batomene;Rest Time (53);21;;;1573720;12160;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;;1;2;Spanish International 2021;91;58;;;;;;;Rest Time;;;;
Marie Batomene;Rally Time (54);22;;;1585880;2280;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;;;;;;;;;;;
Maria Ulitina;"-2;25 (7)";22;1;6;1583880;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;6;Maria Ulitina;Backhand short service;6;Construccion;;;;;;
Marie Batomene;"6;-18 (1)";22;2;1;1584840;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;2;;;;Construccion;;;;;;
Maria Ulitina;"11;33 (1)";22;3;8;1584840;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;8;;;;Attack;;;;;;
Marie Batomene;"3;-44 (1)";22;4;6;1585520;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;6;;;;Construccion;Winner Maria Ulitina;;;;;
Marie Batomene;Rest Time (54);22;;;1588160;13160;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;;1;2;Spanish International 2021;91;58;;;;;;;Rest Time;;;;
Marie Batomene;Rally Time (55);23;;;1601320;2720;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;;;;;;;;;;;
Maria Ulitina;"2;26 (2)";23;1;7;1599320;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;7;Maria Ulitina;Backhand short service;2;Construccion;;;;;;
Marie Batomene;"-5;-18 (3)";23;2;3;1600280;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;3;;;;Construccion;;;;Finta;;
Maria Ulitina;"13;57 (1)";23;3;12;1600600;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;12;;;;Construccion;Winner Marie Batomene;;;;;
Marie Batomene;Rest Time (55);23;;;1604040;14520;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;;1;2;Spanish International 2021;91;58;;;;;;;Rest Time;;;;
Marie Batomene;Rally Time (56);24;;;1618560;3600;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;;;;;;;;;;;
Marie Batomene;"2;-24 (6)";24;1;6;1616560;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;6;Marie Batomene;Backhand short service;8;Construccion;;;;;;
Maria Ulitina;"-13;18 (1)";24;2;1;1617480;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;1;;;;Construccion;;;;;;
Marie Batomene;"-14;-56 (2)";24;3;12;1617480;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;12;;;;Defence;;;;;;
Maria Ulitina;"-20;48 (1)";24;4;Out;1618440;4000;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;OUT SIDE;;;;Construccion;Error Marie Batomene;;;;;
Maria Ulitina;Rest Time (56);24;;;1622160;12480;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;;1;2;Spanish International 2021;91;58;;;;;;;Rest Time;;;;
Maria Ulitina;Rally Time (57);25;;;1634640;6200;5;UKR;FRA;After;Maria Ulitina-Marie Batomene;Right handed;Right handed;Maria Ulitina;Marie Batomene;Rally Time;1;2;Spanish International 2021;91;58;;;;;;;;;;;
